ao_type,title,description,cluster
works,Marché de conception réalisation pour la construction d'un gymnase sur le nouveau campus de NEOMA à Reims,Les prestations sont réglées par prix global et forfaitaire. Marché de conception réalisation pour la construction neuve du nouveau gymnase de NEOMA à Reims. La mise en concurrence est ouverte à des équipes comportant au minimum : - une entreprise générale qui participera activement au projet au stade de sa conception et qui réalisera l'ensemble des travaux ; - un architecte au sens de la loi n°77-2 du 3 janvier 1977 sur l'architecture ; - un BET Structure ; - un BET Fluides (CFO/CFA/CCSI/CVCD/Plomberie/Fluides spéciaux); - un BET acousticien ; - un BET spécialiste en équipements sportifs (intérieurs et extérieurs) ; - un BET en ingénierie environnementale du bâtiment ; - un économiste de la construction ; La procédure de conception réalisation est choisie en application aux articles L. 2171-1 et L. 2171-2 du code de la commande publique. La part de l'enveloppe financière prévisionnelle réservée aux travaux par le maître d'ouvrage est d'environ 4 500 000 Euros HT. Le nombre et la consistance des corps d'état sont laissés à la libre définition de l'équipe candidate. L'objectif est pour NEOMA une mise en service en septembre 2026. Le calendrier prévoit une durée totale de l'opération de 18 mois dont une durée de travaux de 11 mois (y compris préparation de chantier). La durée prévisionnelle du marché est estimée à : Phase étude de conception : 7 mois Phase travaux : 11 mois (y compris préparation de chantier) Phase GPA : 12 mois,5
supplies,Lot 1 - Achat et livraison de fournitures administratives de bureau,"Ce lot concerne la fourniture et la livraison d'articles divers de papeterie (blocs, cahiers, chemises, dossiers, sous chemises, étiquettes, intercalaires…), d'articles de bureau (agrafeuses, ciseaux, colles, stylos, crayons, marqueurs, rubans adhésifs, protèges documents…). Ces fournitures sont à destination des services administratifs de la ville.",1
supplies,Lot 2 - Achat et livraison de fournitures scolaires et pédagogiques,"Les fournitures concernées par ce lot sont à destination des écoles maternelles et primaires de la ville, mais également des centres de loisirs (CLAE) ainsi que des structures de petite enfance ou maisons de quartier (liste non exhaustive).",6
services,Commune de Martigues - Programmation de concerts et spectacles à la Halle,"Les prestations sont réglées par des prix unitaires. Les montants estimatifs sont indicatifs et comprennent la totalité des périodes de reconduction. Les prestations faisant l'objet du marché donneront lieu au versement d'un minimum garanti. La Ville de Martigues souhaite une programmation d'au moins 6 concerts et/ou spectacles par an selon les disponibilités de La Halle de Martigues. La programmation sera arrêtée conjointement entre la Ville de Martigues et le titulaire du marché chaque année. Chaque événement (concerts et/ou spectacles) fera l'objet d'un contrat de location signé entre les deux parties. Le prestataire sera rémunéré par la billetterie. Le titulaire du marché assumera ses engagements et responsabilités de producteur et fera son affaire des déclarations de personnel et d'assurances nécessaires au bon déroulement de la prestation. En contrepartie, la Ville de Martigues s'engage à mettre à disposition, à titre gracieux, les équipements techniques dont elle dispose et qui seront nécessaires à l'organisation des concerts et/ou spectacles",2
services,"Transports en AMBULANCE de patients hospitalisés, prescrits par le CH de Libourne (Hors départ de l?UHCD de Sainte Foy la Grande)","Transports en AMBULANCE de patients hospitalisés, prescrits par le CH de Libourne (Hors départ de l?UHCD de Sainte Foy la Grande)",1
services,"Transports en AMBULANCE de patients, prescrits par le CH de Libourne au départ de l?UHCD de Sainte Foy la Grande","Transports en AMBULANCE de patients, prescrits par le CH de Libourne au départ de l?UHCD de Sainte Foy la Grande",1
services,Concession de services pour la gestion et l'exploitation du futur centre aquatique de la Ville de Colombes,"La Ville souhaite déléguer aux frais et risques de l'exploitant (transfert d'un risque lié à l'exploitation du service) la gestion et l'exploitation du futur centre aquatique de la Ville de Colombes conformément aux règles de l'art, dans le respect de la réglementation, dans le souci d'assurer la conservation du patrimoine ainsi que la continuité du service dans les conditions fixées au sein du projet de contrat, mais également les droits et la sécurité des usagers et des tiers. Toutes les missions confiées au concessionnaire seront précisées dans le DCE qui sera remis aux candidats admis à remettre une offre initiale. Il est à noter que la Ville a opté - pour la réhabilitation, l'extension et la modernisation de la piscine olympique aux fins de disposer d'un futur centre aquatique neuf - pour la conclusion d'un marché public global de performances (conception, réalisation, exploitation technique et maintenance) et d'une concession de services. Les opérations d'entretien, de maintenance, mais également de nettoyage et d'hygiène seront donc partagées entre le titulaire du marché public global de performances et le concessionnaire qui sera désigné au terme de la présente consultation, selon les modalités décrites au sein du DCE précité",5
works,Gros Oeuvre,Travaux de gros oeuvre - réhabilitation et construction neuve,1
works,Charpente et Isolation Paille,"Charpente et ossature bois, isolation paille",0
works,Couverture - étanchéité - bardage,Couverture - étanchéité - bardage,6
works,Menuiseries extérieures ALU et PVC,Menuiseries extérieures ALU et PVC,6
works,Electricité,Travaux d'électricité courants forts et courants faibles,6
works,Equipements cuisine et froid alimentaire,Equipements cuisine et froid alimentaire,6
services,"MARCHE DE MAITRISE D'OEUVRE POUR LA REHABILITATION THERMIQUE ET TECHNIQUE 
DES 185 LOGEMENTS DES BATIMENTS 1 ET 2 
DE LA CITE DES FRANCS-MOISINS A SAINT-DENIS","Le présent marché a pour objet la réalisation d'une mission de maîtrise d'oeuvre pour la réhabilitation thermique et technique des 185 logements des bâtiments 1 et 2 de la cité des FRANCS-MOISINS (93200). Les éléments de la mission sont plus précisément indiqués dans la note de programme. Les prestations de maîtrise d'oeuvre comprennent les éléments suivants : • Diagnostic (DIAG), • Études d'avant-projet sommaire (APS), • Études d'avant - projet définitif (APD), • Études de projet (PRO), • Assistance au Maître d'ouvrage pour la passation du marché de travaux (ACT), • Examen de la conformité au projet des études d'exécution et leur visa (VISA), • Direction de l'exécution du marché (DET), • Assistance au maître d'ouvrage pour les opérations de réception et pendant la garantie de parfait achèvement (AOR). En plus des missions précédemment décrites, un Dun Diagnostic PEMD (Produits Matériaux et Déchets) devra être réalisé par le groupement de maitrise d'oeuvre, conformément aux obligations règlementaires en vigueur depuis 1er juillet 2023 . Il sera également attendu une de faisabilité solaire photovoltaïque d'autoconsommation collective comprenant dimension de l'installation / simulation de production / taux d'autoconsommation & autoproduction / optimisation énergétique / résultats / économie sur factures / retour sur investissement / … (non exhaustif) ; Aussi le candidat doit intégrer dans son offre (voir tranche optionnelle) toutes les phases de conception et d'exécution attendues suite à une telle étude pour sa déclinaison opérationnelle. Le candidat doit également intégrer la réalisation d'une maquette numérique des bâtiments dans leur intégralité. Les spécifications techniques seront indiquées dans le Cahier des Clauses Particulières et ses annexes. La description du contexte de l'opération, des bâtiments et des contraintes est plus précisément indiquée dans la note programme relative au marché. Le présent marché est unique. Il n'est pas alloti. Conformément aux dispositions de l'article L2113-10 du Code de la Commande Publique, l'acheteur a décidé de ne pas allotir ce marché dans la mesure où l'identification de prestations distinctes, dans le cadre du présent marché de maîtrise d'oeuvre pour la réhabilitation des bâtiments 1 et 2 de la cité des FRANCS-MOISINS à Saint-Denis, n'est pas possible. Il s'agit là d'une prestation intellectuelle indivisible qui porte sur un seul et même ensemble immobilier, et qui justifie la passation d'un marché unique. De plus, l'opération est réalisée dans le cadre du NPNRU du quartier du FRANC-MOISIN, et vu la complexité du site en termes d'organisation, de pilotage et de coordination des travaux, et son interaction avec les futures constructions neuves, l'aménagement des espaces publics, la démolition de la galette commerciale du bâtiment 1, il n'est pas possible d'allotir ce marché. Le présent marché est traité à prix global et forfaitaire. Le montant global et forfaitaire devra être indiqué dans l'acte d'engagement et sera décomposé dans la Décomposition des honoraires par élément de mission. Les 185 logements de la cité DES FRANCS-MOISINS à Saint-Denis (93200) sont répartis sur deux bâtiments N°1 et N°2, en R+7 L'intervention du maître d'oeuvre commence de la notification du marché et s'achève à l'expiration du délai de la garantie de parfait achèvement des travaux. Aucune variante n'est imposée au titre du marché. Le présent marché est décomposé en une tranche ferme et une tranche optionnelle. La tranche ferme correspond aux travaux de réhabilitation thermique et technique des 185 logements, tels que définis dans le cahier des clauses particulières (CCP). La tranche optionnelle concerne toutes les phases de conception suite à validation de l'étude de faisabilité, intégrant la rédaction des diverses pièces écrites et graphiques pour intégration de panneaux photovoltaïques au projet et la phase d'exécution attendues suite à une telle étude pour sa déclinaison opérationnelle. La date limite d'affermissement de la tranche optionnelle est fixée au 1er juin 2026. La présentation de variantes libres n'est pas autorisée au titre du présent marché. Dans le cadre du présent marché, la clause d'insertion se traduit par un objectif de 500 heures minimum de travail en insertion, à réserver à un personnel répondant aux critères de l'insertion par l'activité économique.",1
works,Département de la Seine Maritime,Département de la Seine Maritime,6
services,Lot 1,Transport des élèves pour les activités sportives pendant et hors temps scolaire,6
services,Lot 2,"Transport des élèves pour les sorties pédagogiques, les déplacements des enfants des ALSH et du PRE et toutes autres sorties organisées pour les élèves.",6
services,"Entretien des berges, des milieux humides et des espaces naturels sensibles départementaux, réalisé au moyen d'une action d'insertion professionnelle de publics en difficulté.","La présente consultation concerne l'entretien des berges, des milieux humides et des espaces naturels sensibles départementaux, réalisé au moyen d'une action d'insertion professionnelle de publics en difficulté.",1
